time_s,omega_deg_per_s
42.2333,-0.292628
42.2667,-0.290962
42.3000,-0.291972
42.3333,-0.292528
42.3667,-0.294240
42.4000,-0.297655
42.4333,-0.301207
42.4667,-0.300888
42.5000,-0.301075
42.5333,-0.301006
42.5667,-0.304326
42.6000,-0.301603
42.6333,-0.305737
42.6667,-0.306316
42.7000,-0.297678
42.7333,-0.297974
42.7667,-0.294035
42.8000,-0.304932
42.8333,-0.306726
42.8667,-0.308738
42.9000,-0.308588
42.9333,-0.310760
42.9667,-0.308137
43.0000,-0.306443
43.0333,-0.306557
43.0667,-0.304522
43.1000,-0.299731
43.1333,-0.298721
43.1667,-0.299121
43.2000,-0.308793
43.2333,-0.307846
43.2667,-0.305810
43.3000,-0.307764
43.3333,-0.309799
43.3667,-0.310532
43.4000,-0.312782
43.4333,-0.311129
43.4667,-0.312595
43.5000,-0.312704
43.5333,-0.313861
43.5667,-0.308492
43.6000,-0.317044
43.6333,-0.318883
43.6667,-0.313446
43.7000,-0.314180
43.7333,-0.313738
43.7667,-0.315350
43.8000,-0.313906
43.8333,-0.315887
43.8667,-0.312845
43.9000,-0.313966
43.9333,-0.311880
43.9667,-0.315833
44.0000,-0.318314
44.0333,-0.320659
44.0667,-0.319298
44.1000,-0.321802
44.1333,-0.320427
44.1667,-0.319739
44.2000,-0.327485
44.2333,-0.327043
44.2667,-0.329784
44.3000,-0.319580
44.3333,-0.316807
44.3667,-0.315946
44.4000,-0.319885
44.4333,-0.320463
44.4667,-0.320828
44.5000,-0.321884
44.5333,-0.322253
44.5667,-0.323063
44.6000,-0.322362
44.6333,-0.322294
44.6667,-0.321839
44.7000,-0.313355
44.7333,-0.317117
44.7667,-0.318492
44.8000,-0.326069
44.8333,-0.326743
44.8667,-0.325577
44.9000,-0.328728
44.9333,-0.330595
44.9667,-0.330540
45.0000,-0.328154
45.0333,-0.326114
45.0667,-0.323751
45.1000,-0.319011
45.1333,-0.320928
45.1667,-0.327376
45.2000,-0.337420
45.2333,-0.338522
45.2667,-0.339556
45.3000,-0.342825
45.3333,-0.342534
45.3667,-0.346277
45.4000,-0.346095
45.4333,-0.348558
45.4667,-0.350616
45.5000,-0.348604
45.5333,-0.349592
45.5667,-0.352165
45.6000,-0.367473
45.6333,-0.369882
45.6667,-0.375843
45.7000,-0.369796
45.7333,-0.372896
45.7667,-0.377577
45.8000,-0.380086
45.8333,-0.385833
45.8667,-0.388255
45.9000,-0.387932
45.9333,-0.390942
45.9667,-0.393228
46.0000,-0.397635
46.0333,-0.398888
46.0667,-0.401501
46.1000,-0.404707
46.1333,-0.407566
46.1667,-0.410736
46.2000,-0.415066
46.2333,-0.415075
46.2667,-0.416118
46.3000,-0.421550
46.3333,-0.422438
46.3667,-0.426085
46.4000,-0.427506
46.4333,-0.428239
46.4667,-0.433207
46.5000,-0.435165
46.5333,-0.437820
46.5667,-0.443279
46.6000,-0.444654
46.6333,-0.446230
46.6667,-0.450478
46.7000,-0.443425
46.7333,-0.447355
46.7667,-0.450301
46.8000,-0.463610
46.8333,-0.464599
46.8667,-0.466702
46.9000,-0.466456
46.9333,-0.469375
46.9667,-0.465395
47.0000,-0.468756
47.0333,-0.471001
47.0667,-0.471379
47.1000,-0.458747
47.1333,-0.458634
47.1667,-0.455150
47.2000,-0.466579
47.2333,-0.464908
47.2667,-0.462791
47.3000,-0.463023
47.3333,-0.463119
47.3667,-0.464480
47.4000,-0.464457
47.4333,-0.464772
47.4667,-0.469398
47.5000,-0.468437
47.5333,-0.467572
47.5667,-0.467590
47.6000,-0.470236
47.6333,-0.470386
47.6667,-0.469111
47.7000,-0.475582
47.7333,-0.475859
47.7667,-0.479147
47.8000,-0.469134
47.8333,-0.468965
47.8667,-0.468046
47.9000,-0.470131
47.9333,-0.473951
47.9667,-0.472854
48.0000,-0.477580
48.0333,-0.479006
48.0667,-0.476369
48.1000,-0.477776
48.1333,-0.477403
48.1667,-0.474352
48.2000,-0.473888
48.2333,-0.471684
48.2667,-0.472531
48.3000,-0.460223
48.3333,-0.467991
48.3667,-0.466324
48.4000,-0.475973
48.4333,-0.475709
48.4667,-0.478095
48.5000,-0.477157
48.5333,-0.477407
48.5667,-0.479702
48.6000,-0.483882
48.6333,-0.486268
48.6667,-0.488226
48.7000,-0.478345
48.7333,-0.478232
48.7667,-0.478796
48.8000,-0.491551
48.8333,-0.490544
48.8667,-0.489939
48.9000,-0.489256
48.9333,-0.489205
48.9667,-0.486082
49.0000,-0.487671
49.0333,-0.490845
49.0667,-0.490103
49.1000,-0.485936
49.1333,-0.485991
49.1667,-0.489260
49.2000,-0.495425
49.2333,-0.495330
49.2667,-0.492907
49.3000,-0.491159
49.3333,-0.492047
49.3667,-0.495225
49.4000,-0.491072
49.4333,-0.491341
49.4667,-0.488386
49.5000,-0.486942
49.5333,-0.487726
49.5667,-0.489365
49.6000,-0.490808
49.6333,-0.488695
49.6667,-0.488859
49.7000,-0.487357
49.7333,-0.490048
49.7667,-0.488969
49.8000,-0.500881
49.8333,-0.495366
49.8667,-0.495321
49.9000,-0.489069
49.9333,-0.489597
49.9667,-0.492297
50.0000,-0.495931
50.0333,-0.494305
50.0667,-0.493376
50.1000,-0.492980
50.1333,-0.491746
50.1667,-0.490175
50.2000,-0.492712
50.2333,-0.496910
50.2667,-0.494879
50.3000,-0.482922
50.3333,-0.482671
50.3667,-0.481278
50.4000,-0.496582
50.4333,-0.495844
50.4667,-0.496432
50.5000,-0.499282
50.5333,-0.498672
50.5667,-0.500293
50.6000,-0.503918
50.6333,-0.505184
50.6667,-0.506987
50.7000,-0.493021
50.7333,-0.495963
50.7667,-0.500225
50.8000,-0.516476
50.8333,-0.518225
50.8667,-0.519090
50.9000,-0.517141
50.9333,-0.518038
50.9667,-0.520656
51.0000,-0.518284
51.0333,-0.518220
51.0667,-0.522400
51.1000,-0.519705
51.1333,-0.520533
51.1667,-0.524563
51.2000,-0.538219
51.2333,-0.538032
51.2667,-0.537554
51.3000,-0.527864
51.3333,-0.527855
51.3667,-0.529185
51.4000,-0.527118
51.4333,-0.528848
51.4667,-0.527427
51.5000,-0.524413
51.5333,-0.527464
51.5667,-0.525783
51.6000,-0.526439
51.6333,-0.525588
51.6667,-0.524991
51.7000,-0.522437
51.7333,-0.521271
51.7667,-0.521494
51.8000,-0.523334
51.8333,-0.522669
51.8667,-0.526120
51.9000,-0.512510
51.9333,-0.523447
51.9667,-0.524290
52.0000,-0.522236
52.0333,-0.521453
52.0667,-0.518020
52.1000,-0.519732
52.1333,-0.517091
52.1667,-0.514705
52.2000,-0.512628
52.2333,-0.513198
52.2667,-0.510789
52.3000,-0.494169
52.3333,-0.494615
52.3667,-0.493845
52.4000,-0.510689
52.4333,-0.509792
52.4667,-0.509805
52.5000,-0.509373
52.5333,-0.507806
52.5667,-0.501231
52.6000,-0.499674
52.6333,-0.502333
52.6667,-0.499715
52.7000,-0.491632
52.7333,-0.491997
52.7667,-0.492124
52.8000,-0.501035
52.8333,-0.505111
52.8667,-0.503772
52.9000,-0.501705
52.9333,-0.502661
52.9667,-0.501327
53.0000,-0.502511
53.0333,-0.500034
53.0667,-0.502861
53.1000,-0.499305
53.1333,-0.498276
53.1667,-0.500279
53.2000,-0.503212
53.2333,-0.500803
53.2667,-0.501700
53.3000,-0.509018
53.3333,-0.508517
53.3667,-0.507529
53.4000,-0.504888
53.4333,-0.495676
53.4667,-0.491432
53.5000,-0.490462
53.5333,-0.488941
53.5667,-0.493140
53.6000,-0.488768
53.6333,-0.489333
53.6667,-0.486637
53.7000,-0.489042
53.7333,-0.486105
53.7667,-0.486291
53.8000,-0.489087
53.8333,-0.487885
53.8667,-0.485640
53.9000,-0.469744
53.9333,-0.469885
53.9667,-0.465810
54.0000,-0.476551
54.0333,-0.474885
54.0667,-0.474666
54.1000,-0.476000
54.1333,-0.473733
54.1667,-0.472704
54.2000,-0.465746
54.2333,-0.466966
54.2667,-0.466839
54.3000,-0.455355
54.3333,-0.450610
54.3667,-0.449964
54.4000,-0.464344
54.4333,-0.458087
54.4667,-0.457686
54.5000,-0.456639
54.5333,-0.456748
54.5667,-0.454362
54.6000,-0.455756
54.6333,-0.456120
54.6667,-0.456730
54.7000,-0.454973
54.7333,-0.454973
54.7667,-0.454280
54.8000,-0.460683
54.8333,-0.461429
54.8667,-0.459927
54.9000,-0.460273
54.9333,-0.455246
54.9667,-0.455847
55.0000,-0.453251
55.0333,-0.455642
55.0667,-0.453119
55.1000,-0.455501
55.1333,-0.455496
55.1667,-0.459103
55.2000,-0.458593
55.2333,-0.456539
55.2667,-0.454704
55.3000,-0.453725
55.3333,-0.453925
55.3667,-0.451507
55.4000,-0.454048
55.4333,-0.464740
55.4667,-0.467745
55.5000,-0.456197
55.5333,-0.457750
55.5667,-0.463975
55.6000,-0.464403
55.6333,-0.463428
55.6667,-0.461734
55.7000,-0.465869
55.7333,-0.463019
55.7667,-0.463283
55.8000,-0.462891
55.8333,-0.463228
55.8667,-0.465186
55.9000,-0.452946
55.9333,-0.454950
55.9667,-0.455460
56.0000,-0.470058
56.0333,-0.469366
56.0667,-0.467945
56.1000,-0.468883
56.1333,-0.467627
56.1667,-0.463984
56.2000,-0.463483
56.2333,-0.463401
56.2667,-0.463128
56.3000,-0.448029
56.3333,-0.446927
56.3667,-0.448274
56.4000,-0.460332
56.4333,-0.462181
56.4667,-0.464558
56.5000,-0.462927
56.5333,-0.461156
56.5667,-0.463378
56.6000,-0.460614
56.6333,-0.459052
56.6667,-0.457741
56.7000,-0.457595
56.7333,-0.459153
56.7667,-0.458174
56.8000,-0.457823
56.8333,-0.464562
56.8667,-0.464594
56.9000,-0.461470
56.9333,-0.450282
56.9667,-0.445806
57.0000,-0.446494
57.0333,-0.444500
57.0667,-0.441481
57.1000,-0.436039
57.1333,-0.435088
57.1667,-0.430461
57.2000,-0.427679
57.2333,-0.427269
57.2667,-0.424669
57.3000,-0.423185
57.3333,-0.418499
57.3667,-0.415612
57.4000,-0.414920
57.4333,-0.415849
57.4667,-0.415790
57.5000,-0.398464
57.5333,-0.408477
57.5667,-0.407671
57.6000,-0.403887
57.6333,-0.405021
57.6667,-0.406446
57.7000,-0.401606
57.7333,-0.401488
57.7667,-0.398897
57.8000,-0.397084
57.8333,-0.395951
57.8667,-0.392417
57.9000,-0.378875
57.9333,-0.378329
57.9667,-0.374877
58.0000,-0.386684
58.0333,-0.388123
58.0667,-0.384162
58.1000,-0.382682
58.1333,-0.382308
58.1667,-0.379900
58.2000,-0.377423
58.2333,-0.376457
58.2667,-0.372614
58.3000,-0.370583
58.3333,-0.361508
58.3667,-0.359514
58.4000,-0.366749
58.4333,-0.364518
58.4667,-0.363917
58.5000,-0.364441
58.5333,-0.365338
58.5667,-0.361586
58.6000,-0.363635
58.6333,-0.364454
58.6667,-0.364395
58.7000,-0.361631
58.7333,-0.358089
58.7667,-0.356267
58.8000,-0.358767
58.8333,-0.358171
58.8667,-0.357838
58.9000,-0.354528
58.9333,-0.362164
58.9667,-0.359855
59.0000,-0.360916
59.0333,-0.350129
59.0667,-0.347010
59.1000,-0.345840
59.1333,-0.343559
59.1667,-0.342734
59.2000,-0.345553
59.2333,-0.340362
59.2667,-0.343135
59.3000,-0.338381
59.3333,-0.337038
59.3667,-0.335836
59.4000,-0.336027
59.4333,-0.332994
59.4667,-0.335863
59.5000,-0.323068
59.5333,-0.321083
59.5667,-0.322758
59.6000,-0.328582
59.6333,-0.329520
59.6667,-0.327225
59.7000,-0.325245
59.7333,-0.323368
59.7667,-0.325481
59.8000,-0.324097
59.8333,-0.322831
59.8667,-0.323610
59.9000,-0.314362
59.9333,-0.312427
59.9667,-0.311630
60.0000,-0.314307
60.0333,-0.312003
60.0667,-0.311111
60.1000,-0.308538
60.1333,-0.305938
60.1667,-0.305387
60.2000,-0.304194
60.2333,-0.304959
60.2667,-0.301630
60.3000,-0.296225
60.3333,-0.294996
60.3667,-0.294008
60.4000,-0.298985
60.4333,-0.287669
60.4667,-0.286012
60.5000,-0.283507
60.5333,-0.280489
60.5667,-0.280994
60.6000,-0.283029
60.6333,-0.280657
60.6667,-0.278194
60.7000,-0.275065
60.7333,-0.277451
60.7667,-0.274856
60.8000,-0.277907
60.8333,-0.278134
60.8667,-0.278130
60.9000,-0.274697
60.9333,-0.274583
60.9667,-0.270744
61.0000,-0.272930
61.0333,-0.275293
61.0667,-0.274036
61.1000,-0.267233
61.1333,-0.264520
61.1667,-0.264911
61.2000,-0.265057
61.2333,-0.263181
61.2667,-0.260390
61.3000,-0.257439
61.3333,-0.253760
61.3667,-0.252262
61.4000,-0.252667
61.4333,-0.250504
61.4667,-0.250440
61.5000,-0.244780
61.5333,-0.242576
61.5667,-0.240536
61.6000,-0.244293
61.6333,-0.244238
61.6667,-0.242995
61.7000,-0.243178
61.7333,-0.240500
61.7667,-0.241821
61.8000,-0.242066
61.8333,-0.242959
61.8667,-0.241301
61.9000,-0.236083
61.9333,-0.235947
61.9667,-0.236447
62.0000,-0.239152
62.0333,-0.238255
62.0667,-0.237704
62.1000,-0.233215
62.1333,-0.234230
62.1667,-0.232258
62.2000,-0.232144
62.2333,-0.232554
62.2667,-0.231940
62.3000,-0.229112
62.3333,-0.228065
62.3667,-0.226767
62.4000,-0.226343
62.4333,-0.226516
62.4667,-0.225688
62.5000,-0.221958
62.5333,-0.218011
62.5667,-0.216185
62.6000,-0.211740
62.6333,-0.211062
62.6667,-0.208621
62.7000,-0.207993
62.7333,-0.208503
62.7667,-0.208303
62.8000,-0.210529
62.8333,-0.211699
62.8667,-0.214404
62.9000,-0.213134
62.9333,-0.215096
62.9667,-0.213466
63.0000,-0.212933
63.0333,-0.214054
63.0667,-0.214108
63.1000,-0.210597
63.1333,-0.210625
63.1667,-0.215665
63.2000,-0.216731
63.2333,-0.217241
63.2667,-0.220310
63.3000,-0.220638
63.3333,-0.222878
63.3667,-0.220938
63.4000,-0.222987
63.4333,-0.222168
63.4667,-0.221439
63.5000,-0.215820
63.5333,-0.215829
63.5667,-0.217587
63.6000,-0.223812
63.6333,-0.221234
63.6667,-0.222200
63.7000,-0.220688
63.7333,-0.219449
63.7667,-0.218006
63.8000,-0.219413
63.8333,-0.218029
63.8667,-0.218156
63.9000,-0.216968
63.9333,-0.215725
63.9667,-0.217405
64.0000,-0.225355
64.0333,-0.221904
64.0667,-0.223375
64.1000,-0.223602
64.1333,-0.222714
64.1667,-0.223994
64.2000,-0.223015
64.2333,-0.222263
64.2667,-0.223844
64.3000,-0.220761
64.3333,-0.222728
64.3667,-0.220579
64.4000,-0.221216
64.4333,-0.219021
64.4667,-0.220205
64.5000,-0.218024
64.5333,-0.222031
64.5667,-0.222386
64.6000,-0.222027
64.6333,-0.218807
64.6667,-0.217364
64.7000,-0.216175
64.7333,-0.214022
64.7667,-0.211258
64.8000,-0.209919
64.8333,-0.207633
64.8667,-0.207510
64.9000,-0.206677
64.9333,-0.205124
64.9667,-0.204327
65.0000,-0.207119
65.0333,-0.206855
65.0667,-0.204664
65.1000,-0.199492
65.1333,-0.201213
65.1667,-0.202192
65.2000,-0.208375
65.2333,-0.205967
65.2667,-0.206518
65.3000,-0.205070
65.3333,-0.205520
65.3667,-0.204432
65.4000,-0.205958
65.4333,-0.204309
65.4667,-0.202770
65.5000,-0.194537
65.5333,-0.197197
65.5667,-0.193568
65.6000,-0.202392
65.6333,-0.202246
65.6667,-0.204059
65.7000,-0.204632
65.7333,-0.206140
65.7667,-0.203817
65.8000,-0.206682
65.8333,-0.204382
65.8667,-0.203285
65.9000,-0.203731
65.9333,-0.204382
65.9667,-0.205689
66.0000,-0.210825
66.0333,-0.205220
66.0667,-0.205024
66.1000,-0.203940
66.1333,-0.204396
66.1667,-0.200971
66.2000,-0.199637
66.2333,-0.200985
66.2667,-0.201372
66.3000,-0.202287
66.3333,-0.203080
66.3667,-0.206140
66.4000,-0.206176
66.4333,-0.206513
66.4667,-0.209509
66.5000,-0.210347
66.5333,-0.211299
66.5667,-0.212146
66.6000,-0.211809
66.6333,-0.211230
66.6667,-0.216704
66.7000,-0.212032
66.7333,-0.215137
66.7667,-0.213166
66.8000,-0.216922
66.8333,-0.217423
66.8667,-0.221558
66.9000,-0.220132
66.9333,-0.223311
66.9667,-0.225770
67.0000,-0.226662
67.0333,-0.226881
67.0667,-0.228925
67.1000,-0.223138
67.1333,-0.226116
67.1667,-0.225852
67.2000,-0.234735
67.2333,-0.237472
67.2667,-0.241484
67.3000,-0.241852
67.3333,-0.245222
67.3667,-0.245140
67.4000,-0.247471
67.4333,-0.249744
67.4667,-0.251032
67.5000,-0.246980
67.5333,-0.250336
67.5667,-0.252640
67.6000,-0.264447
67.6333,-0.267584
67.6667,-0.269501
67.7000,-0.272934
67.7333,-0.273344
67.7667,-0.274105
67.8000,-0.274656
67.8333,-0.275175
67.8667,-0.275480
67.9000,-0.275735
67.9333,-0.278995
67.9667,-0.280530
68.0000,-0.281622
68.0333,-0.283608
68.0667,-0.292655
68.1000,-0.296371
68.1333,-0.297587
68.1667,-0.291977
68.2000,-0.294563
68.2333,-0.296972
68.2667,-0.300669
68.3000,-0.302104
68.3333,-0.302600
68.3667,-0.302140
68.4000,-0.308943
68.4333,-0.310109
68.4667,-0.309635
68.5000,-0.312203
68.5333,-0.313815
68.5667,-0.315828
68.6000,-0.317535
68.6333,-0.317681
68.6667,-0.318820
68.7000,-0.313724
68.7333,-0.311274
68.7667,-0.320878
68.8000,-0.324074
68.8333,-0.326342
68.8667,-0.328191
68.9000,-0.327070
68.9333,-0.328500
68.9667,-0.329916
69.0000,-0.332302
69.0333,-0.332189
69.0667,-0.333851
69.1000,-0.327849
69.1333,-0.328154
69.1667,-0.330381
69.2000,-0.343659
69.2333,-0.345945
69.2667,-0.348194
69.3000,-0.349405
69.3333,-0.350489
69.3667,-0.353394
69.4000,-0.352652
69.4333,-0.354164
69.4667,-0.350585
69.5000,-0.355243
69.5333,-0.356941
69.5667,-0.353280
69.6000,-0.363166
69.6333,-0.368780
69.6667,-0.375109
69.7000,-0.374772
69.7333,-0.376498
69.7667,-0.377937
69.8000,-0.379080
69.8333,-0.380496
69.8667,-0.381247
69.9000,-0.380533
69.9333,-0.382145
69.9667,-0.386803
70.0000,-0.388993
70.0333,-0.388515
70.0667,-0.390650
70.1000,-0.390983
70.1333,-0.392768
70.1667,-0.404406
70.2000,-0.405354
70.2333,-0.411146
70.2667,-0.403168
70.3000,-0.402485
70.3333,-0.401415
70.3667,-0.406537
70.4000,-0.412193
70.4333,-0.411401
70.4667,-0.413472
70.5000,-0.415817
70.5333,-0.416341
70.5667,-0.417844
70.6000,-0.416733
70.6333,-0.419697
70.6667,-0.422297
70.7000,-0.411678
70.7333,-0.415107
70.7667,-0.419474
70.8000,-0.436085
70.8333,-0.438189
70.8667,-0.437087
70.9000,-0.443580
70.9333,-0.445415
70.9667,-0.450333
71.0000,-0.448875
71.0333,-0.450223
71.0667,-0.449449
71.1000,-0.439946
71.1333,-0.442792
71.1667,-0.441221
71.2000,-0.456894
71.2333,-0.455924
71.2667,-0.456125
71.3000,-0.456129
71.3333,-0.461944
71.3667,-0.462331
71.4000,-0.467590
71.4333,-0.468633
71.4667,-0.467071
71.5000,-0.467495
71.5333,-0.470031
71.5667,-0.470809
71.6000,-0.491282
71.6333,-0.493818
71.6667,-0.483632
71.7000,-0.485745
71.7333,-0.485718
71.7667,-0.486719
71.8000,-0.488213
71.8333,-0.492411
71.8667,-0.492156
71.9000,-0.491327
71.9333,-0.495334
71.9667,-0.493886
72.0000,-0.500744
72.0333,-0.505616
72.0667,-0.508421
72.1000,-0.511572
72.1333,-0.511162
72.1667,-0.512027
72.2000,-0.513785
72.2333,-0.517610
72.2667,-0.529677
72.3000,-0.517537
72.3333,-0.517127
72.3667,-0.520315
72.4000,-0.522819
72.4333,-0.523721
72.4667,-0.523848
72.5000,-0.526098
72.5333,-0.530332
72.5667,-0.532468
72.6000,-0.534576
72.6333,-0.533461
72.6667,-0.536566
72.7000,-0.522801
72.7333,-0.527573
72.7667,-0.531903
72.8000,-0.549001
72.8333,-0.549461
72.8667,-0.552389
72.9000,-0.551538
72.9333,-0.554133
72.9667,-0.558555
73.0000,-0.558277
73.0333,-0.561177
73.0667,-0.563049
73.1000,-0.546843
73.1333,-0.548669
73.1667,-0.552102
73.2000,-0.552585
73.2333,-0.564324
73.2667,-0.564224
73.3000,-0.565321
73.3333,-0.562931
73.3667,-0.564729
73.4000,-0.566173
73.4333,-0.567598
73.4667,-0.572097
73.5000,-0.567311
73.5333,-0.568641
73.5667,-0.567839
73.6000,-0.573271
73.6333,-0.575371
73.6667,-0.586900
73.7000,-0.586586
73.7333,-0.585730
73.7667,-0.574578
73.8000,-0.573959
73.8333,-0.577520
73.8667,-0.581704
73.9000,-0.578135
73.9333,-0.578781
73.9667,-0.580858
74.0000,-0.584942
74.0333,-0.583335
74.0667,-0.584587
74.1000,-0.585666
74.1333,-0.584386
74.1667,-0.585261
74.2000,-0.586904
74.2333,-0.586759
74.2667,-0.586094
74.3000,-0.571928
74.3333,-0.570758
74.3667,-0.582037
74.4000,-0.584965
74.4333,-0.583763
74.4667,-0.582793
74.5000,-0.588603
74.5333,-0.587392
74.5667,-0.587938
74.6000,-0.589240
74.6333,-0.589650
74.6667,-0.591212
74.7000,-0.593238
74.7333,-0.583763
74.7667,-0.589345
74.8000,-0.609549
74.8333,-0.615637
74.8667,-0.616661
74.9000,-0.617950
74.9333,-0.617741
74.9667,-0.617467
75.0000,-0.617991
75.0333,-0.618742
75.0667,-0.619453
75.1000,-0.616561
75.1333,-0.617868
75.1667,-0.607732
75.2000,-0.624147
75.2333,-0.626205
75.2667,-0.625700
75.3000,-0.627854
75.3333,-0.629657
75.3667,-0.624949
75.4000,-0.625868
75.4333,-0.627826
75.4667,-0.628883
75.5000,-0.624507
75.5333,-0.625463
75.5667,-0.625213
75.6000,-0.629124
75.6333,-0.631911
75.6667,-0.628815
75.7000,-0.632849
75.7333,-0.633637
75.7667,-0.649168
75.8000,-0.648581
75.8333,-0.654573
75.8667,-0.643686
75.9000,-0.639643
75.9333,-0.642092
75.9667,-0.641368
76.0000,-0.641760
76.0333,-0.640016
76.0667,-0.641728
76.1000,-0.640726
76.1333,-0.643336
76.1667,-0.643855
76.2000,-0.643131
76.2333,-0.642033
76.2667,-0.639879
76.3000,-0.619257
76.3333,-0.616311
76.3667,-0.617822
76.4000,-0.634752
76.4333,-0.637812
76.4667,-0.637844
76.5000,-0.634893
76.5333,-0.637229
76.5667,-0.637853
76.6000,-0.635485
76.6333,-0.636724
76.6667,-0.637298
76.7000,-0.621265
76.7333,-0.620095
76.7667,-0.620040
76.8000,-0.632088
76.8333,-0.629935
76.8667,-0.632280
76.9000,-0.633687
76.9333,-0.633013
76.9667,-0.634051
77.0000,-0.633268
77.0333,-0.632694
77.0667,-0.631961
77.1000,-0.630477
77.1333,-0.627576
77.1667,-0.629871
77.2000,-0.644756
77.2333,-0.641806
77.2667,-0.627198
77.3000,-0.638277
77.3333,-0.640034
77.3667,-0.646951
77.4000,-0.652452
77.4333,-0.657155
77.4667,-0.664559
77.5000,-0.669117
77.5333,-0.678001
77.5667,-0.685191
77.6000,-0.694047
77.6333,-0.695855
77.6667,-0.696770
77.7000,-0.700026
77.7333,-0.706392
77.7667,-0.713254
77.8000,-0.721150
77.8333,-0.724319
77.8667,-0.728640
77.9000,-0.734232
77.9333,-0.733758
77.9667,-0.739550
78.0000,-0.750506
78.0333,-0.749732
78.0667,-0.752359
78.1000,-0.758793
78.1333,-0.762276
78.1667,-0.766001
78.2000,-0.773482
78.2333,-0.775645
78.2667,-0.781442
78.3000,-0.774421
78.3333,-0.779998
78.3667,-0.785549
78.4000,-0.811285
78.4333,-0.812260
78.4667,-0.812779
78.5000,-0.817455
78.5333,-0.822633
78.5667,-0.828434
78.6000,-0.830829
78.6333,-0.839371
78.6667,-0.843788
78.7000,-0.829727
78.7333,-0.835719
78.7667,-0.838547
78.8000,-0.857476
78.8333,-0.855363
78.8667,-0.851265
78.9000,-0.851073
78.9333,-0.850163
78.9667,-0.846761
79.0000,-0.842162
79.0333,-0.837413
79.0667,-0.832696
79.1000,-0.830023
79.1333,-0.829349
79.1667,-0.829062
79.2000,-0.831252
79.2333,-0.826690
79.2667,-0.823184
79.3000,-0.839763
79.3333,-0.836662
79.3667,-0.831831
79.4000,-0.814236
79.4333,-0.815424
79.4667,-0.812615
79.5000,-0.808717
79.5333,-0.808908
79.5667,-0.810548
79.6000,-0.813011
79.6333,-0.811404
79.6667,-0.805894
79.7000,-0.802688
79.7333,-0.801969
79.7667,-0.800598
79.8000,-0.799975
79.8333,-0.800075
79.8667,-0.796628
79.9000,-0.771525
79.9333,-0.772526
79.9667,-0.770377
80.0000,-0.791837
80.0333,-0.786583
80.0667,-0.783741
80.1000,-0.782517
80.1333,-0.776055
80.1667,-0.774134
80.2000,-0.773164
80.2333,-0.768560
80.2667,-0.767190
80.3000,-0.739300
80.3333,-0.739591
80.3667,-0.739436
80.4000,-0.752222
80.4333,-0.747405
80.4667,-0.747551
80.5000,-0.745283
80.5333,-0.748416
80.5667,-0.749026
80.6000,-0.743789
80.6333,-0.744746
80.6667,-0.743188
80.7000,-0.739017
80.7333,-0.739728
80.7667,-0.737214
80.8000,-0.731131
80.8333,-0.727966
80.8667,-0.728590
80.9000,-0.722620
80.9333,-0.721450
80.9667,-0.721013
81.0000,-0.717734
81.0333,-0.716314
81.0667,-0.714142
81.1000,-0.706182
81.1333,-0.706064
81.1667,-0.710540
81.2000,-0.706802
81.2333,-0.704070
81.2667,-0.701670
81.3000,-0.696575
81.3333,-0.692363
81.3667,-0.691065
81.4000,-0.703091
81.4333,-0.700664
81.4667,-0.699247
81.5000,-0.672122
81.5333,-0.672887
81.5667,-0.672487
81.6000,-0.673821
81.6333,-0.670410
81.6667,-0.670324
81.7000,-0.667004
81.7333,-0.667765
81.7667,-0.666440
81.8000,-0.666545
81.8333,-0.662779
81.8667,-0.659874
81.9000,-0.642520
81.9333,-0.640713
81.9667,-0.636164
82.0000,-0.648791
82.0333,-0.642753
82.0667,-0.635781
82.1000,-0.633787
82.1333,-0.627713
82.1667,-0.626847
82.2000,-0.623278
82.2333,-0.621392
82.2667,-0.620086
82.3000,-0.600333
82.3333,-0.603825
82.3667,-0.598129
82.4000,-0.611648
82.4333,-0.607172
82.4667,-0.601635
82.5000,-0.599695
82.5333,-0.596198
82.5667,-0.593944
82.6000,-0.592177
82.6333,-0.587032
82.6667,-0.582811
82.7000,-0.579892
82.7333,-0.579929
82.7667,-0.575680
82.8000,-0.586741
82.8333,-0.582337
82.8667,-0.579910
82.9000,-0.564816
82.9333,-0.562270
82.9667,-0.559616
83.0000,-0.559320
83.0333,-0.558026
83.0667,-0.553792
83.1000,-0.547103
83.1333,-0.548000
83.1667,-0.542485
83.2000,-0.545750
83.2333,-0.542504
83.2667,-0.540232
83.3000,-0.537468
83.3333,-0.535651
83.3667,-0.534307
83.4000,-0.532149
83.4333,-0.532258
83.4667,-0.530692
83.5000,-0.522573
83.5333,-0.521713
83.5667,-0.523042
83.6000,-0.528925
83.6333,-0.525460
83.6667,-0.521048
83.7000,-0.519586
83.7333,-0.516831
83.7667,-0.514482
83.8000,-0.515497
83.8333,-0.512451
83.8667,-0.512037
83.9000,-0.495503
83.9333,-0.492261
83.9667,-0.490376
84.0000,-0.500065
84.0333,-0.497247
84.0667,-0.492284
84.1000,-0.490490
84.1333,-0.486892
84.1667,-0.485681
84.2000,-0.485622
84.2333,-0.482480
84.2667,-0.483099
84.3000,-0.470372
84.3333,-0.470199
84.3667,-0.467312
84.4000,-0.477011
84.4333,-0.474325
84.4667,-0.475117
84.5000,-0.473305
84.5333,-0.469025
84.5667,-0.467312
