time_s,omega_deg_per_s
84.6000,-0.465036
84.6333,-0.462276
84.6667,-0.461275
84.7000,-0.453925
84.7333,-0.453488
84.7667,-0.451020
84.8000,-0.449672
84.8333,-0.444591
84.8667,-0.441804
84.9000,-0.447446
84.9333,-0.445734
84.9667,-0.444604
85.0000,-0.436408
85.0333,-0.435229
85.0667,-0.432620
85.1000,-0.423230
85.1333,-0.422857
85.1667,-0.422101
85.2000,-0.425134
85.2333,-0.421846
85.2667,-0.417762
85.3000,-0.414706
85.3333,-0.412698
85.3667,-0.411810
85.4000,-0.409980
85.4333,-0.411637
85.4667,-0.412015
85.5000,-0.397849
85.5333,-0.397007
85.5667,-0.396228
85.6000,-0.406496
85.6333,-0.405149
85.6667,-0.401916
85.7000,-0.399689
85.7333,-0.397959
85.7667,-0.393082
85.8000,-0.390728
85.8333,-0.387845
85.8667,-0.385915
85.9000,-0.372100
85.9333,-0.372437
85.9667,-0.370347
86.0000,-0.380633
86.0333,-0.378051
86.0667,-0.376348
86.1000,-0.374745
86.1333,-0.375556
86.1667,-0.373557
86.2000,-0.373570
86.2333,-0.368917
86.2667,-0.369727
86.3000,-0.364605
86.3333,-0.364536
86.3667,-0.363439
86.4000,-0.362619
86.4333,-0.357579
86.4667,-0.356873
86.5000,-0.355425
86.5333,-0.353512
86.5667,-0.351600
86.6000,-0.351609
86.6333,-0.351604
86.6667,-0.351727
86.7000,-0.347479
86.7333,-0.347138
86.7667,-0.349050
86.8000,-0.351673
86.8333,-0.349697
86.8667,-0.345225
86.9000,-0.345339
86.9333,-0.344592
86.9667,-0.341692
87.0000,-0.346204
87.0333,-0.345712
87.0667,-0.345799
87.1000,-0.334001
87.1333,-0.335695
87.1667,-0.336095
87.2000,-0.339337
87.2333,-0.339319
87.2667,-0.339643
87.3000,-0.339296
87.3333,-0.340203
87.3667,-0.340795
87.4000,-0.340540
87.4333,-0.339592
87.4667,-0.340581
87.5000,-0.328910
87.5333,-0.330882
87.5667,-0.332448
87.6000,-0.343085
87.6333,-0.340772
87.6667,-0.340184
87.7000,-0.339178
87.7333,-0.341764
87.7667,-0.338022
87.8000,-0.338226
87.8333,-0.339943
87.8667,-0.341236
87.9000,-0.331474
87.9333,-0.335016
87.9667,-0.335107
88.0000,-0.343732
88.0333,-0.343613
88.0667,-0.344779
88.1000,-0.344934
88.1333,-0.343395
88.1667,-0.345061
88.2000,-0.346072
88.2333,-0.346200
88.2667,-0.345708
88.3000,-0.343417
88.3333,-0.343572
88.3667,-0.345353
88.4000,-0.353890
88.4333,-0.351623
88.4667,-0.351504
88.5000,-0.347028
88.5333,-0.348654
88.5667,-0.347948
88.6000,-0.347652
88.6333,-0.348025
88.6667,-0.347561
88.7000,-0.343563
88.7333,-0.346286
88.7667,-0.348071
88.8000,-0.349009
88.8333,-0.349733
88.8667,-0.349300
88.9000,-0.350248
88.9333,-0.349628
88.9667,-0.348695
89.0000,-0.348977
89.0333,-0.352265
89.0667,-0.351422
89.1000,-0.341942
89.1333,-0.348654
89.1667,-0.349610
89.2000,-0.350216
89.2333,-0.349596
89.2667,-0.349310
89.3000,-0.353376
89.3333,-0.349460
89.3667,-0.347634
89.4000,-0.349487
89.4333,-0.350065
89.4667,-0.347552
89.5000,-0.337138
89.5333,-0.336227
89.5667,-0.334638
89.6000,-0.341582
89.6333,-0.342498
89.6667,-0.340963
89.7000,-0.339296
89.7333,-0.338755
89.7667,-0.337498
89.8000,-0.337165
89.8333,-0.336929
89.8667,-0.338386
89.9000,-0.329803
89.9333,-0.332457
89.9667,-0.334611
90.0000,-0.342835
90.0333,-0.341610
90.0667,-0.341459
90.1000,-0.343413
90.1333,-0.343076
90.1667,-0.345462
90.2000,-0.342466
90.2333,-0.340663
90.2667,-0.337238
90.3000,-0.337083
90.3333,-0.336077
90.3667,-0.338331
90.4000,-0.340071
90.4333,-0.339806
90.4667,-0.339265
90.5000,-0.339583
90.5333,-0.344237
90.5667,-0.346063
90.6000,-0.344997
90.6333,-0.337657
90.6667,-0.339296
90.7000,-0.341332
90.7333,-0.342589
90.7667,-0.344897
90.8000,-0.345330
90.8333,-0.348672
90.8667,-0.350808
90.9000,-0.352069
90.9333,-0.351891
90.9667,-0.353385
91.0000,-0.355803
91.0333,-0.358890
91.0667,-0.359013
91.1000,-0.352843
91.1333,-0.355744
91.1667,-0.356267
91.2000,-0.367168
91.2333,-0.369923
91.2667,-0.373065
91.3000,-0.377017
91.3333,-0.380569
91.3667,-0.383898
91.4000,-0.384453
91.4333,-0.387800
91.4667,-0.387850
91.5000,-0.381024
91.5333,-0.382627
91.5667,-0.386397
91.6000,-0.396483
91.6333,-0.398318
91.6667,-0.395960
91.7000,-0.398296
91.7333,-0.400818
91.7667,-0.404602
91.8000,-0.406965
91.8333,-0.407940
91.8667,-0.411610
91.9000,-0.410376
91.9333,-0.414306
91.9667,-0.419579
92.0000,-0.434318
92.0333,-0.426336
92.0667,-0.426409
92.1000,-0.432114
92.1333,-0.434824
92.1667,-0.435953
92.2000,-0.435206
92.2333,-0.438439
92.2667,-0.440907
92.3000,-0.440452
92.3333,-0.443284
92.3667,-0.445820
92.4000,-0.449832
92.4333,-0.449513
92.4667,-0.451894
92.5000,-0.451872
92.5333,-0.455592
92.5667,-0.460100
92.6000,-0.463260
92.6333,-0.478172
92.6667,-0.478359
92.7000,-0.469289
92.7333,-0.471433
92.7667,-0.472649
92.8000,-0.474516
92.8333,-0.473774
92.8667,-0.473687
92.9000,-0.473505
92.9333,-0.474106
92.9667,-0.478314
93.0000,-0.481565
93.0333,-0.486337
93.0667,-0.487156
93.1000,-0.479630
93.1333,-0.479525
93.1667,-0.483605
93.2000,-0.502743
93.2333,-0.501605
93.2667,-0.502920
93.3000,-0.504218
93.3333,-0.506932
93.3667,-0.505976
93.4000,-0.511991
93.4333,-0.513298
93.4667,-0.514864
93.5000,-0.504532
93.5333,-0.509682
93.5667,-0.510493
93.6000,-0.525879
93.6333,-0.527213
93.6667,-0.530719
93.7000,-0.533688
93.7333,-0.535072
93.7667,-0.535974
93.8000,-0.537877
93.8333,-0.537887
93.8667,-0.541452
93.9000,-0.542886
93.9333,-0.546884
93.9667,-0.551870
94.0000,-0.557630
94.0333,-0.573390
94.0667,-0.573681
94.1000,-0.574929
94.1333,-0.562166
94.1667,-0.565722
94.2000,-0.570457
94.2333,-0.571409
94.2667,-0.575402
94.3000,-0.573690
94.3333,-0.578731
94.3667,-0.581021
94.4000,-0.588726
94.4333,-0.587669
94.4667,-0.590720
94.5000,-0.594946
94.5333,-0.593635
94.5667,-0.594536
94.6000,-0.595246
94.6333,-0.603798
94.6667,-0.606812
94.7000,-0.596940
94.7333,-0.615719
94.7667,-0.619270
94.8000,-0.628250
94.8333,-0.631228
94.8667,-0.633168
94.9000,-0.631310
94.9333,-0.637493
94.9667,-0.637402
95.0000,-0.642174
95.0333,-0.644797
95.0667,-0.649369
95.1000,-0.637421
95.1333,-0.642229
95.1667,-0.644715
95.2000,-0.667164
95.2333,-0.668484
95.2667,-0.673211
95.3000,-0.674868
95.3333,-0.677837
95.3667,-0.680920
95.4000,-0.681330
95.4333,-0.684690
95.4667,-0.684216
95.5000,-0.685387
95.5333,-0.673816
95.5667,-0.672960
95.6000,-0.694503
95.6333,-0.699043
95.6667,-0.701579
95.7000,-0.703309
95.7333,-0.704775
95.7667,-0.706970
95.8000,-0.709693
95.8333,-0.715089
95.8667,-0.719287
95.9000,-0.716828
95.9333,-0.724751
95.9667,-0.723299
96.0000,-0.728244
96.0333,-0.733544
96.0667,-0.736895
96.1000,-0.740775
96.1333,-0.759426
96.1667,-0.761111
96.2000,-0.760819
96.2333,-0.747551
96.2667,-0.749254
96.3000,-0.744381
96.3333,-0.748789
96.3667,-0.749190
96.4000,-0.756521
96.4333,-0.754627
96.4667,-0.755911
96.5000,-0.756885
96.5333,-0.757413
96.5667,-0.758770
96.6000,-0.759080
96.6333,-0.762140
96.6667,-0.760874
96.7000,-0.743935
96.7333,-0.747678
96.7667,-0.751612
96.8000,-0.778915
96.8333,-0.778268
96.8667,-0.777831
96.9000,-0.778414
96.9333,-0.781879
96.9667,-0.782248
97.0000,-0.787735
97.0333,-0.787585
97.0667,-0.796104
97.1000,-0.781205
97.1333,-0.781638
97.1667,-0.783860
97.2000,-0.813913
97.2333,-0.816513
97.2667,-0.816303
97.3000,-0.817615
97.3333,-0.816340
97.3667,-0.820178
97.4000,-0.824668
97.4333,-0.822173
97.4667,-0.830009
97.5000,-0.825365
97.5333,-0.826981
97.5667,-0.828552
97.6000,-0.851128
97.6333,-0.830214
97.6667,-0.831270
97.7000,-0.829895
97.7333,-0.832131
97.7667,-0.835023
97.8000,-0.836425
97.8333,-0.832728
97.8667,-0.835437
97.9000,-0.833005
97.9333,-0.838515
97.9667,-0.842372
98.0000,-0.843123
98.0333,-0.843679
98.0667,-0.843833
98.1000,-0.841334
98.1333,-0.842404
98.1667,-0.843856
98.2000,-0.843173
98.2333,-0.872425
98.2667,-0.867056
98.3000,-0.842454
98.3333,-0.847800
98.3667,-0.848833
98.4000,-0.856847
98.4333,-0.856251
98.4667,-0.857111
98.5000,-0.856811
98.5333,-0.855836
98.5667,-0.853418
98.6000,-0.854142
98.6333,-0.855235
98.6667,-0.854429
98.7000,-0.825524
98.7333,-0.825164
98.7667,-0.826767
98.8000,-0.846456
98.8333,-0.843410
98.8667,-0.838460
98.9000,-0.837040
98.9333,-0.841165
98.9667,-0.839417
99.0000,-0.838825
99.0333,-0.838647
99.0667,-0.842540
99.1000,-0.818680
99.1333,-0.821817
99.1667,-0.817674
99.2000,-0.845286
99.2333,-0.842071
99.2667,-0.839526
99.3000,-0.840336
99.3333,-0.840833
99.3667,-0.843665
99.4000,-0.845723
99.4333,-0.842217
99.4667,-0.838861
99.5000,-0.837946
99.5333,-0.838747
99.5667,-0.841807
99.6000,-0.847695
99.6333,-0.868500
99.6667,-0.866810
99.7000,-0.868632
99.7333,-0.836411
99.7667,-0.840869
99.8000,-0.841165
99.8333,-0.841948
99.8667,-0.838187
99.9000,-0.833014
99.9333,-0.831758
99.9667,-0.832564
100.0000,-0.829572
100.0333,-0.829768
100.0667,-0.829358
100.1000,-0.823429
100.1333,-0.824968
100.1667,-0.822364
100.2000,-0.822683
100.2333,-0.825825
100.2667,-0.823575
100.3000,-0.807684
100.3333,-0.810188
100.3667,-0.833629
100.4000,-0.832090
100.4333,-0.826316
100.4667,-0.822500
100.5000,-0.822528
100.5333,-0.823443
100.5667,-0.819208
100.6000,-0.819072
100.6333,-0.814017
100.6667,-0.817032
100.7000,-0.790940
100.7333,-0.793841
100.7667,-0.793659
100.8000,-0.813366
100.8333,-0.812879
100.8667,-0.811267
100.9000,-0.807137
100.9333,-0.804396
100.9667,-0.806008
101.0000,-0.807497
101.0333,-0.805398
101.0667,-0.802921
101.1000,-0.800444
101.1333,-0.775736
101.1667,-0.777194
101.2000,-0.796842
101.2333,-0.795339
101.2667,-0.792375
101.3000,-0.790991
101.3333,-0.786278
101.3667,-0.787116
101.4000,-0.785007
101.4333,-0.785763
101.4667,-0.787289
101.5000,-0.782412
101.5333,-0.783400
101.5667,-0.782617
101.6000,-0.790795
101.6333,-0.782917
101.6667,-0.781920
101.7000,-0.783104
101.7333,-0.781091
101.7667,-0.793445
101.8000,-0.789165
101.8333,-0.789046
101.8667,-0.765509
101.9000,-0.764776
101.9333,-0.766921
101.9667,-0.768547
102.0000,-0.773879
102.0333,-0.769585
102.0667,-0.768624
102.1000,-0.768811
102.1333,-0.769740
102.1667,-0.770195
102.2000,-0.773396
102.2333,-0.771424
102.2667,-0.772094
102.3000,-0.747828
102.3333,-0.747364
102.3667,-0.743780
102.4000,-0.766229
102.4333,-0.762381
102.4667,-0.760733
102.5000,-0.757709
102.5333,-0.754180
102.5667,-0.755036
102.6000,-0.754085
102.6333,-0.753015
102.6667,-0.753060
102.7000,-0.732237
102.7333,-0.729423
102.7667,-0.726477
102.8000,-0.724747
102.8333,-0.738312
102.8667,-0.735042
102.9000,-0.733735
102.9333,-0.730029
102.9667,-0.728071
103.0000,-0.730175
103.0333,-0.725266
103.0667,-0.722789
103.1000,-0.719383
103.1333,-0.721532
103.1667,-0.724542
103.2000,-0.741299
103.2333,-0.733376
103.2667,-0.719938
103.3000,-0.719173
103.3333,-0.714365
103.3667,-0.710217
103.4000,-0.710449
103.4333,-0.709424
103.4667,-0.707180
103.5000,-0.699889
103.5333,-0.698605
103.5667,-0.699056
103.6000,-0.700573
103.6333,-0.699024
103.6667,-0.700135
103.7000,-0.697144
103.7333,-0.695145
103.7667,-0.695122
103.8000,-0.691156
103.8333,-0.690355
103.8667,-0.703077
103.9000,-0.678511
103.9333,-0.682195
103.9667,-0.681402
104.0000,-0.681425
104.0333,-0.679622
104.0667,-0.674923
104.1000,-0.670046
104.1333,-0.671052
104.1667,-0.670315
104.2000,-0.669768
104.2333,-0.668193
104.2667,-0.669359
104.3000,-0.672673
104.3333,-0.659619
104.3667,-0.663380
104.4000,-0.676958
104.4333,-0.674317
104.4667,-0.671895
104.5000,-0.666822
104.5333,-0.670656
104.5667,-0.671367
104.6000,-0.669418
104.6333,-0.667168
104.6667,-0.662496
104.7000,-0.639237
104.7333,-0.644638
104.7667,-0.644510
104.8000,-0.659655
104.8333,-0.660657
104.8667,-0.659792
104.9000,-0.659163
104.9333,-0.655284
104.9667,-0.651805
105.0000,-0.652488
105.0333,-0.649464
105.0667,-0.647670
105.1000,-0.642452
105.1333,-0.642152
105.1667,-0.636232
105.2000,-0.634429
105.2333,-0.630613
105.2667,-0.638327
105.3000,-0.639629
105.3333,-0.637962
105.3667,-0.622071
105.4000,-0.623045
105.4333,-0.620996
105.4667,-0.617062
105.5000,-0.610851
105.5333,-0.610605
105.5667,-0.609148
105.6000,-0.611926
105.6333,-0.607026
105.6667,-0.601034
105.7000,-0.595761
105.7333,-0.598639
105.7667,-0.595151
105.8000,-0.587829
105.8333,-0.587915
105.8667,-0.583225
105.9000,-0.566806
105.9333,-0.566296
105.9667,-0.574109
106.0000,-0.573335
106.0333,-0.569783
106.0667,-0.565052
106.1000,-0.559251
106.1333,-0.558823
106.1667,-0.557243
106.2000,-0.556342
106.2333,-0.552330
106.2667,-0.550231
106.3000,-0.534057
106.3333,-0.533110
106.3667,-0.529463
106.4000,-0.538888
106.4333,-0.535255
106.4667,-0.532532
106.5000,-0.525701
106.5333,-0.526221
106.5667,-0.522605
106.6000,-0.519800
106.6333,-0.518680
106.6667,-0.514855
106.7000,-0.510620
106.7333,-0.509537
106.7667,-0.492707
106.8000,-0.499892
106.8333,-0.495995
106.8667,-0.493153
106.9000,-0.488563
106.9333,-0.483204
106.9667,-0.482066
107.0000,-0.481005
107.0333,-0.482266
107.0667,-0.480153
107.1000,-0.473874
107.1333,-0.475390
107.1667,-0.475226
107.2000,-0.473851
107.2333,-0.471825
107.2667,-0.469985
107.3000,-0.470573
107.3333,-0.464221
107.3667,-0.472367
107.4000,-0.469826
107.4333,-0.467057
107.4667,-0.456238
107.5000,-0.456830
107.5333,-0.453743
107.5667,-0.452924
107.6000,-0.447628
107.6333,-0.445028
107.6667,-0.443097
107.7000,-0.443352
107.7333,-0.440857
107.7667,-0.439591
107.8000,-0.435133
107.8333,-0.429924
107.8667,-0.432620
107.9000,-0.417488
107.9333,-0.416209
107.9667,-0.417243
108.0000,-0.426236
108.0333,-0.422784
108.0667,-0.420694
108.1000,-0.424651
108.1333,-0.421696
108.1667,-0.423280
108.2000,-0.422142
108.2333,-0.421186
108.2667,-0.424410
108.3000,-0.414228
108.3333,-0.414483
108.3667,-0.414674
108.4000,-0.423362
108.4333,-0.420580
108.4667,-0.418549
108.5000,-0.417252
108.5333,-0.415052
108.5667,-0.413950
108.6000,-0.414893
108.6333,-0.412439
108.6667,-0.408978
108.7000,-0.408104
108.7333,-0.407826
108.7667,-0.407571
108.8000,-0.414679
108.8333,-0.410740
108.8667,-0.399215
108.9000,-0.398004
108.9333,-0.396192
108.9667,-0.395208
109.0000,-0.394881
109.0333,-0.395254
109.0667,-0.393701
109.1000,-0.396247
109.1333,-0.396597
109.1667,-0.396848
109.2000,-0.395035
109.2333,-0.393164
109.2667,-0.388160
109.3000,-0.388337
109.3333,-0.385223
109.3667,-0.384763
109.4000,-0.382299
109.4333,-0.381912
109.4667,-0.387445
109.5000,-0.377532
109.5333,-0.376111
109.5667,-0.376125
109.6000,-0.370884
109.6333,-0.369167
109.6667,-0.366544
109.7000,-0.367510
109.7333,-0.365351
109.7667,-0.363876
109.8000,-0.362237
109.8333,-0.362419
109.8667,-0.358931
109.9000,-0.346992
109.9333,-0.353503
109.9667,-0.352210
110.0000,-0.358986
110.0333,-0.356991
110.0667,-0.356135
110.1000,-0.353968
110.1333,-0.352647
110.1667,-0.356773
110.2000,-0.355589
110.2333,-0.351491
110.2667,-0.349942
110.3000,-0.340189
110.3333,-0.342529
110.3667,-0.340954
110.4000,-0.346108
110.4333,-0.348731
110.4667,-0.343886
110.5000,-0.341427
110.5333,-0.338950
110.5667,-0.340289
110.6000,-0.338386
110.6333,-0.337830
110.6667,-0.336819
110.7000,-0.334989
110.7333,-0.335535
110.7667,-0.337876
110.8000,-0.339934
110.8333,-0.340990
110.8667,-0.344524
110.9000,-0.344314
110.9333,-0.346700
110.9667,-0.336938
111.0000,-0.340171
111.0333,-0.341373
111.0667,-0.343258
111.1000,-0.344333
111.1333,-0.345726
111.1667,-0.345216
111.2000,-0.348367
111.2333,-0.352083
111.2667,-0.349305
111.3000,-0.353667
111.3333,-0.352556
111.3667,-0.353112
111.4000,-0.354724
111.4333,-0.352565
111.4667,-0.356090
111.5000,-0.348016
111.5333,-0.350270
111.5667,-0.351254
111.6000,-0.362232
111.6333,-0.361381
111.6667,-0.358621
111.7000,-0.359473
111.7333,-0.362724
111.7667,-0.365292
111.8000,-0.365192
111.8333,-0.365720
111.8667,-0.366180
111.9000,-0.361290
111.9333,-0.361640
111.9667,-0.364167
112.0000,-0.373730
112.0333,-0.372833
112.0667,-0.373502
112.1000,-0.372983
112.1333,-0.375642
112.1667,-0.379540
112.2000,-0.378329
112.2333,-0.381671
112.2667,-0.378679
112.3000,-0.374727
112.3333,-0.379126
112.3667,-0.373812
112.4000,-0.389539
112.4333,-0.386352
112.4667,-0.390213
112.5000,-0.387472
112.5333,-0.387099
112.5667,-0.385095
112.6000,-0.384276
112.6333,-0.384704
112.6667,-0.388310
112.7000,-0.385778
112.7333,-0.383811
112.7667,-0.385851
112.8000,-0.385860
112.8333,-0.388346
112.8667,-0.389057
112.9000,-0.391598
112.9333,-0.393310
112.9667,-0.390659
113.0000,-0.402166
113.0333,-0.400513
113.0667,-0.401183
113.1000,-0.394257
113.1333,-0.397148
113.1667,-0.398491
113.2000,-0.401369
113.2333,-0.399024
113.2667,-0.399999
113.3000,-0.400531
113.3333,-0.401697
113.3667,-0.406565
113.4000,-0.404661
113.4333,-0.404438
113.4667,-0.409242
113.5000,-0.397622
113.5333,-0.400377
113.5667,-0.399234
113.6000,-0.416992
113.6333,-0.412466
113.6667,-0.409616
113.7000,-0.412257
113.7333,-0.411619
113.7667,-0.412507
113.8000,-0.413873
113.8333,-0.412216
113.8667,-0.412074
113.9000,-0.399525
113.9333,-0.402621
113.9667,-0.400144
114.0000,-0.410599
114.0333,-0.409497
114.0667,-0.409051
114.1000,-0.410062
114.1333,-0.410745
114.1667,-0.410308
114.2000,-0.411519
114.2333,-0.414060
114.2667,-0.415262
114.3000,-0.410508
114.3333,-0.409825
114.3667,-0.412038
114.4000,-0.422811
114.4333,-0.423294
114.4667,-0.423968
114.5000,-0.413550
114.5333,-0.415708
114.5667,-0.414082
114.6000,-0.413236
114.6333,-0.411460
114.6667,-0.411710
114.7000,-0.409684
114.7333,-0.413349
114.7667,-0.411965
114.8000,-0.416013
114.8333,-0.417279
114.8667,-0.413627
114.9000,-0.416796
114.9333,-0.419110
114.9667,-0.412698
115.0000,-0.418290
115.0333,-0.418454
115.0667,-0.420357
115.1000,-0.415157
115.1333,-0.416701
115.1667,-0.418941
115.2000,-0.420999
115.2333,-0.418891
115.2667,-0.422575
115.3000,-0.424829
115.3333,-0.429532
115.3667,-0.431477
115.4000,-0.435274
115.4333,-0.435138
115.4667,-0.439418
115.5000,-0.431959
115.5333,-0.433016
115.5667,-0.436914
115.6000,-0.449991
115.6333,-0.450223
115.6667,-0.450114
115.7000,-0.449895
115.7333,-0.452596
115.7667,-0.453274
115.8000,-0.461202
115.8333,-0.462641
115.8667,-0.460364
115.9000,-0.447300
115.9333,-0.446731
115.9667,-0.450519
116.0000,-0.461807
116.0333,-0.462581
116.0667,-0.464835
116.1000,-0.464767
116.1333,-0.468337
116.1667,-0.471169
116.2000,-0.472408
116.2333,-0.472845
116.2667,-0.473141
116.3000,-0.474603
116.3333,-0.473883
116.3667,-0.477631
116.4000,-0.479425
116.4333,-0.478159
116.4667,-0.482776
116.5000,-0.495380
116.5333,-0.497730
116.5667,-0.498932
116.6000,-0.492092
116.6333,-0.493408
116.6667,-0.494984
116.7000,-0.496414
116.7333,-0.498595
116.7667,-0.498153
116.8000,-0.499806
116.8333,-0.499747
116.8667,-0.500899
116.9000,-0.500917
116.9333,-0.502993
116.9667,-0.502948
117.0000,-0.503795
117.0333,-0.505033
117.0667,-0.504441
117.1000,-0.493112
117.1333,-0.493900
117.1667,-0.498299
117.2000,-0.510334
117.2333,-0.505625
117.2667,-0.506413
117.3000,-0.502770
117.3333,-0.505416
117.3667,-0.509222
117.4000,-0.512679
117.4333,-0.514086
117.4667,-0.513084
117.5000,-0.504687
117.5333,-0.502975
117.5667,-0.503531
117.6000,-0.518616
117.6333,-0.520155
117.6667,-0.520265
117.7000,-0.522924
117.7333,-0.525610
117.7667,-0.526453
117.8000,-0.524645
117.8333,-0.523256
117.8667,-0.525624
117.9000,-0.523652
117.9333,-0.527118
117.9667,-0.531047
118.0000,-0.535760
118.0333,-0.534221
118.0667,-0.530164
118.1000,-0.530287
118.1333,-0.533638
118.1667,-0.536079
118.2000,-0.534758
118.2333,-0.538365
118.2667,-0.540004
118.3000,-0.541525
118.3333,-0.541361
118.3667,-0.544594
118.4000,-0.547818
118.4333,-0.546889
118.4667,-0.546096
118.5000,-0.546688
118.5333,-0.549994
118.5667,-0.550941
118.6000,-0.568609
118.6333,-0.568527
118.6667,-0.564319
118.7000,-0.555909
118.7333,-0.557744
118.7667,-0.560686
118.8000,-0.565307
118.8333,-0.565758
118.8667,-0.564866
118.9000,-0.567580
118.9333,-0.567971
118.9667,-0.567243
119.0000,-0.567748
119.0333,-0.571655
119.0667,-0.573044
119.1000,-0.560394
119.1333,-0.559866
119.1667,-0.559538
119.2000,-0.574610
119.2333,-0.572406
119.2667,-0.573399
119.3000,-0.577269
119.3333,-0.580516
119.3667,-0.578144
119.4000,-0.582683
119.4333,-0.577934
119.4667,-0.578303
119.5000,-0.563509
119.5333,-0.564429
119.5667,-0.570817
119.6000,-0.588343
119.6333,-0.589026
119.6667,-0.582916
119.7000,-0.584291
119.7333,-0.582224
119.7667,-0.583362
119.8000,-0.583335
119.8333,-0.581832
119.8667,-0.580229
119.9000,-0.574811
119.9333,-0.575412
119.9667,-0.579068
120.0000,-0.593457
120.0333,-0.593311
120.0667,-0.594176
120.1000,-0.577210
120.1333,-0.581117
120.1667,-0.585762
120.2000,-0.586463
120.2333,-0.588029
120.2667,-0.586435
120.3000,-0.585579
120.3333,-0.585242
120.3667,-0.590461
120.4000,-0.586900
120.4333,-0.586873
120.4667,-0.589158
120.5000,-0.591572
120.5333,-0.592892
120.5667,-0.594040
120.6000,-0.593484
120.6333,-0.598038
120.6667,-0.602546
120.7000,-0.602755
120.7333,-0.601316
120.7667,-0.601799
120.8000,-0.602919
120.8333,-0.604822
120.8667,-0.607955
120.9000,-0.605514
120.9333,-0.608492
120.9667,-0.609649
121.0000,-0.609740
121.0333,-0.611889
121.0667,-0.613183
121.1000,-0.597555
121.1333,-0.595533
121.1667,-0.599440
121.2000,-0.619985
121.2333,-0.619457
121.2667,-0.617677
121.3000,-0.617130
121.3333,-0.617376
121.3667,-0.618246
121.4000,-0.619088
121.4333,-0.623596
121.4667,-0.623828
121.5000,-0.610491
121.5333,-0.612326
121.5667,-0.613510
121.6000,-0.634001
121.6333,-0.632781
121.6667,-0.632157
121.7000,-0.631187
121.7333,-0.631997
121.7667,-0.634274
121.8000,-0.631829
121.8333,-0.632430
121.8667,-0.632485
121.9000,-0.632945
121.9333,-0.635649
121.9667,-0.639702
122.0000,-0.643108
122.0333,-0.638163
122.0667,-0.637407
122.1000,-0.654073
